City/province name (CN),City/province name (EN),Province,Year,"1.1. Total production capacity (10,000 cubic metres/day)","1.2. Of which how much is groundwater (10,000 cubic metres/day)",1.3. Number of plants (units),1.4. Of which how many are groundwater water treatment plants (units),"2.1. Total water supply volume / year (10,000 cubic metres/year)","2.2. Average supply per day (10,000 cubic metres/day)","2.3. Maximum supplied in a day (10,000 cubic metres/day)","3.1. Total Volume of water sold (10,000 cubic metres/year)","3.2. Of which Domestic/residential water (10,000 cubic metres/year)","3.3. Of which Administrative water (10,000 cubic metres/year)","3.4. Of which Industrial (10,000 cubic metres/year)","3.5. Of which Commercial (10,000 cubic metres/year)","3.6. Of which Special sectors (10,000 cubic metres/year)","3.7. Of which Other (10,000 cubic metres/year)",4. Water sold / water produced (%),5.1. Coverage rate of urban water supply (%),"5.2. Total city population (10,000s)","5.3. Total city population with water access (10,000s)",6.1. Average water use for all purposes (L/person*day),6.2. Average water use for residential/household/living purposes (L/person*day),7.1. Plants under construction (units),"7.2. Capacity of plants under construction (10,000 cubic metres/day)",8.1. Total pipe length (km),8.2. Of which are sourcing water (km),8.3. Of which are supplying water (km),8.4. of which how much length is for piping 75mm diameter and above (km),"9. Loss and leakage volume (10,000 cubic metres)",10. Loss and leakage rate (%),11. Pipe network density (km of pipe/square kilometer of network area）,12.1. Material: Ductile iron (km),12.2. Material: Steel piping (km),12.3. Material: Cast Iron (km),12.4. Material: PCCP (km),12.5. Material: Plastic (km),12.6. Material: Asbestos cement (km),12.7 Material: Other materials (km),13.1. Total number of water meters (units),13.2. Of which Domestic/residential,13.3. Of which Industrial,13.4. Of which Other,14.1. Overall rate of water that meets standard (%),14.2. turbidity rate meeting standard (%),14.3. Colour  rate of meeting standard (%),14.4. Odor  rate of meeting standard (%),14.5. Residual chlorine  rate of meeting standard (%),14.6. Bacterial contamination rate meeting standards (%),14.7. Total coliform contamination rate meeting standard (%),14.8. Oxygen demand (CODMn) meeting standard rate (%),15.1. Rate at which pressure in water distribution system meets the standard (%),15.2. Average pressure in water distribution system (Mpa),"16.1. Percentage of total water supply area is taken up by low pressure are, ratio (%)",16.2. Total water supply area (square km）,16.3. Total low pressure area (square km),"17.1. Total electricity use (10,000 kWh)","17.2. Electricity use for water production (1,000 kWh/1,000 cubic metre)","17.3. Electricity use for water distribution (1,000 kWh/1,000 cubic metre*Mpa)",18.1. Mixed flocculant consumption (kg),"18.2. Coagulant consumption per unit of water (kg / 1,000 cubic meters)",19.1. Total disinfectant consumption (kg),"19.2. Disinfectant consumption per unit water (kg / 1,000 cubic meters)","20.1. Original value (10,000 yuan)","20.2. Net worth (10,000 yuan)","21. Sales revenue (10,000 yuan)",22.1. Total profit,22.2. Net profit,Loss,23. Unit water sales cost (yuan / thousand m3),"24. Total wages (10,000 yuan)",25.1. Total employees (persons),25.2. Of which On-duty workers,25.3. Of which Other personel,25.4. Of which professional and technical personnel,27.1. Residential drinking water Current price or standard (yuan/cubic meter),27.2. Residential drinking water Original price or standard (yuan/cubic meter),28.1. Administrative water Current price or standard  (yuan/cubic meter),28.2. Administrative water Original price or standard (yuan/cubic meter),29.1. Industrial water Current price or standard (yuan/cubic meter),29.2. Industrial water Original price or standard (yuan/cubic meter),30.1. Business services water Current price or standard (yuan/cubic meter),30.2. Business services water Original price or standard (yuan/cubic meter),31.1. Special industry water Current price or standard (yuan/cubic meter),31.2. Special industry water Original price or standard (yuan/cubic meter),32.1. Unit average water Current price or standard (yuan/cubic meter),32.2. Unit average water Original price or standard (yuan/cubic meter)
邢台,Xingtai,Hebei,2013,26.3,26.3,3,3,3464.03,9.490493151,11.04,2572.34,1661.52,,,,0.94,909.88,0.742585948,,,,128,83,,,659.77,,659.77,659.77,822.45,23.74,5.75,11.12,0.6,211,,437.05,,,223405,223405,,,100,100,100,100,100,100,100,100,99.5,0.26,,,,1568.38,434.65,368.78,,,36505,,14919.51,13419.92,11459.04,111.88,83.91,,3320,3157.15,692,692,,131,2.35,1.8,4.1,3.8,4.1,3.8,4.1,3.8,14.1,11,2.96,2.5
沙河,Shahe,Hebei,2013,2.5,2.5,1,1,446,1.221917808,1.3,341,211,,,129.6,0.4,,0.764573991,85.62,14.6,12.5,92,,2,5.6,155,3,152,113,167,37.44,,53,,,,97,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
邯郸,Handan,Hebei,2013,47,27,2,1,7499,20.54520548,23.78,6279,3639,,,2633,7,,0.837311642,100,111,111,154,90,1,10,865,193,672,615,852,11.36,7.12,301,12,357,193,2,,,204905,194337,7724,2844,99.98,99.83,100,100,100,100,100,100,98.75,0.25,,,,2099,279.91,408.96,160000,4.13,76300,1.02,103158,46367,15780,,,3223,3364,6133,1164,1164,,200,2.35,1.85,3.35,,,,,,15,13.3,,
武安,Wuan,Hebei,2013,3.5,3.5,2,2,1277.5,3.5,3,795,496,287,,,12,,0.622309198,100,22.81,22.81,95,59,1,0.5,316,,316,111.94,220,17.22,,25.3,,24,,55,,211.7,32955,30032,2923,,100,100,100,100,100,100,100,100,100,0.23,,,,70.4,677.57,67.26,,,19325,1.87,2590,1460,1954,,,116,3200,606,181,181,,30,,,,,,,,,,,,
山西,Shanxi,Hebei,2013,,,,47,,,,,,3045.56,,,153.46,83.77,0.850817393,88.67,,,176.91,136.13,4,12,,484.82,,,5499.17,9.99,8.73,1667.16,,1325.86,79.42,811.85,137.86,971.95,,1083178,13096,76972,,,,,,,,,98.3,0.38,9.33,700.41,65.37,32381.49,452.22,351.24,167100,,207077.27,0.38,,,,61.08,46.42,9135.29,,,,,652,,,,,,,,,,,,,
太原,Taiyuan,Hebei,2013,89.06,49.06,7,7,20893.12,57.24142466,57.24,19065.5,10605.98,1302.47,3968.32,3134.65,54.08,,0.912525271,81.14,285.43,231.6,226,125,,,1393.31,,1393.31,1294.31,1827.62,8.75,6.94,811.18,75.5,368.09,,60.28,18.61,59.65,250558,250558,,,100,100,100,100,100,100,100,100,100,,3.93,200.73,7.89,4696.3,,502.08,,,61426,0.57,188902.73,144680.64,57301.52,,,3828.82,2496.64,10845.28,2600,2600,,298,2.4,2.4,4,2.7,4,3.4,4,,,,3.23,3.23
晋中,Jinzhong,Hebei,2013,8.9,8.9,3,3,2149.49,5.889013699,,,,,,,,,,100,47,47,,,1,4,383.9,15,368.9,383.9,337.53,15.7,3.84,152.2,,120,15,96.7,,,,,,,100,100,100,100,100,100,100,100,98.27,,1.5,100,1.5,1194.29,555.62,,,,15039,0.7,,,,,,,,,508,508,,79,2.2,2.2,3.7,3.2,3.7,3.5,3.7,,20,,,
阳泉,Yangquan,Hebei,2013,20.06,,1,,4050.83,11.09816438,13.73,3289.34,1344.46,,1937.88,,7,,0.812016303,100,56,56,160.93,66.12,,,391.51,59.52,331.99,280,761,18.8,,14,297.11,32,39.6,,,,542083,478770,3884,59429,99.37,100,100,100,100,100,100,100,99.86,0.55,20,100,20,6230.59,,,49225,13.7,22941,0.7,48454.72,25443.64,11362.9,,,559.21,3840,3661.8,1064,1064,,60,1.98,1.98,4.39,2.64,4.39,3.02,4.39,3.58,,16.98,3.45,2.7
晋城,Jincheng,Hebei,2013,13,5,3,1,2511.43,6.880630137,8.9,2187.67,1147.03,227.06,381.59,337.95,13.27,80.77,0.871085398,89.36,47,42,142.7,112.5,,,426.69,23.5,403.19,237.68,323.76,12.89,10.67,183.03,76.16,42.53,,,,124.97,25772,23758,,2014,100,100,100,100,100,100,100,100,100,0.4,,40,,2132,943,298,,,9452,0.37,20374,11574,7958,,,988,4170,3293,658,641,17,96,2,1.6,4.3,1.8,4.3,2,4.3,2.8,,12,3.29,2.04
朔州,Shuozhou,Hebei,2013,6,6,3,3,1310,3.589041096,5,999.6,479,102,383,35,0.6,,0.763053435,89.29,28,25,144,90,,,220,18,202,172,210,16,7.4,20,142,,,25,,33,40158,37343,2815,,98,98,98,98,98,98,98,98,99.2,,,,,1049,,,,,,,5895,2574,2525,,,113,2638,9923,343,343,,49,2.1,1.7,3,2.3,3,2.7,3,,14,10,2.5,
运城市引水供水有限公司,"Yuncheng Water Diversion Water Supply Co., Ltd",Hebei,2013,4,3,1,,1365,3.739726027,5,1274,515,387,36,324,11,1,0.933333333,96.97,33,32,108,105,,,291,103,188,132,,,4.09,59,,,,112,1,16,19004,15498,3280,226,100,100,100,100,100,100,100,100,100,0.18,10,30.5,3,193,151.63,,27875,2.14,15962.27,1.25,24180,13411,3946,,,1009,4130,1211,336,314,22,44,2.8,2,3.9,2,3.9,2.4,3.9,2.9,,6,,2.25
侯马,Houma,Hebei,2013,3.5,3.5,3,3,837,2.293150685,3.38,726,533,8,67,116,,2,0.867383513,100,17,17,120,110,,,158,40,118,158,111,13.3,,,,54,4,98,,2,20130,19504,34,592,100,100,100,100,100,100,100,100,99,0.15,,19.18,,414,,25,,,8600,1.03,5635,3702,1729,,,143,2705,456,264,264,,,2.2,1.5,3.4,1.9,3.4,2.2,3.4,2.6,14,6,2.56,1.71
吕梁市供水服务中心,Luliang City Water Service Center,Hebei,2013,2.8,2.8,2,2,1005.7,2.755342466,32.8,799.75,539.2,94.95,29.14,134.66,1.8,,0.795217262,95.71,35,33.5,69.58,63.02,1,5,93.28,10.04,83.24,93.28,120,12,23.32,27.98,3.2,53.16,,2.37,,6.62,2774,2048,24,702,100,100,100,100,99,100,99,100,86.4,1.4,12,4,0.48,1294,,316,,,5000,,6717,3695,2261,,,357,2740,565,129,129,,48,2.3,1.9,4,2.7,4,3.2,4,4,,15,2.74,2.41
大同市供水排水集团公司,Datong Water Supply and Drainage Corporation,Hebei,2013,60,21.5,13,12,9680.76,26.52263014,29.5,9106.84,4785.17,563.84,2927.47,811.63,18.73,,0.940715398,100,120,120,207.92,102.99,,,786.13,,786.13,4.7,235.77,2.44,5.24,,59.39,106,16.82,60.85,55.42,329,56819,53111,185,3523,100,100,100,100,100,100,100,100,100,,,150,,4332.84,447.6,372.4,,,16551,0.52,78209.28,46217.63,26826.52,57.86,44,,2987,6532.76,1672,1400,272,206,2.8,2.3,4.9,2.7,4.9,3.4,4.9,4.3,,,2.98,2.75
古交,Ancient cross,Hebei,2013,1.7,0.5,1,1,400,1.095890411,1.2,329,215,60,5,46,3,,0.8225,100,8.4,8.4,107.31,86.76,,,77.5,,77.5,43.46,48,15,,3.2,3.3,29,,42,,,2352,1800,552,,100,100,100,100,100,100,100,100,100,,,,,218,,,,,5340,1.52,3145,2269,740,,,315,2090,486,117,117,,15,2.2,1.7,3.5,2.8,3.5,2.8,3.5,2.8,18,14,2.25,2.04
霍州,Huozhou,Hebei,2013,4.8,4.8,2,2,441.01,1.208246575,1.2,418.22,222.26,66.36,,128.98,0.62,,0.948323167,91.84,9.56,8.78,130,130,,,77.52,3.4,74.11,39.65,22.79,5.1,5.98,2.9,0.5,11.2,,56.96,,,17750,15945,,1805,100,100,100,100,100,100,100,100,100,0.25,4.17,12,0.5,85.61,194.2,,,,44100,1,4010.18,2982.6,1078.7,,,85,,600.2,216,216,,28,2,1.2,3.3,1.8,3.3,2.7,3.3,2,10,6,,
高平,Gao Ping,Hebei,2013,4,4,2,2,463,1.268493151,1.3,325,203,36,27,54.2,4.8,,0.701943844,98.09,12.06,11.83,75.2,69.01,,,182,8,174,52,56,12,11.37,17,82,43,,,,40,28757,27965,,792,100,100,100,100,100,100,100,100,99,,,,,724,,,,,,,4839,3077,894,,,21,5450,397,144,125,19,12,2,2,4,3,4,3.6,4,,12,12,2.75,2.88
原平,Original flat,Hebei,2013,3,3,3,3,626,1.715068493,2.8,462,332,17,26,85,2,,0.738019169,80,15,12,135,105,1,3,121,18,103,108,99,18,5.2,49,3,44,,52,,8,7142,5485,86,1571,100,100,100,,90,100,100,100,95,0.2,,30,30,378,350,350,,,1825,0.17,4379,2320,828,,,285,,293,270,270,,46,1.6,1.6,2.52,2,2.52,2.2,2.52,,9,9,1.9,1.9
临汾,Linfen,Hebei,2013,12.3,4,2,1,2404.5,6.587671233,7.2,2135.93,1404.19,,725.78,,5.96,,0.888305261,92.21,47.5,43.8,163,137,,,469.97,56,413.97,339.54,268.57,11.17,7.76,159.79,51.02,101,4,152.16,,2,42747,37927,10,4810,100,100,100,100,100,100,100,100,99,0.22,,,,1143.9,475.73,,90000,3.74,,,16606,5630,5120,,,717,3010,2540,574,484,90,71,2.1,1.7,2.3,1.7,3.1,2.4,4,2.7,14,10,2.53,1.97
长治,Changzhi,Hebei,2013,17.28,17.28,3,2,4925.21,13.49372603,15.58,4266.64,3455.98,,,804.74,5.92,,0.866285905,,,,118.36,,,,590.6,120.01,470.59,590.6,658.57,13.37,7.38,70.39,45.45,164.39,,10.72,60.13,239.52,88307,86161,2146,,100,100,100,100,100,100,100,,100,0.33,,,,7408.69,,,,,,,39052.75,15745.01,10548.2,,,255.26,2978.87,2790.7,1077,857,220,143,2.1,2.1,3.8,3.2,,,4,2.5,,9,2.55,2.02
忻州,Xinzhou,Hebei,2013,3.8,3.8,3,3,1400.4,3.836712329,3.9,1008.38,541,103,199,165,0.38,,0.720065696,70,40,28,80,79.2,1,,351.12,,351.12,,347,24.6,,95.25,,118.3,,,0.3,99.85,17481,17401,80,,99.4,99,100,99,98,100,100,100,97,0.3,,,,595.21,,595.21,,,,,9812,4763,1972,,,459,1700,779,271,264,7,,1.8,1.8,2.7,2,2.7,2.1,2.7,2.9,12,12,2.09,2.09
介休,Jiexiu,Hebei,2013,4.8,4.8,2,2,584.12,1.600328767,1.74,441.56,247.19,77.88,,92.19,24.3,,0.75594056,49.41,17,8.4,144.02,144.02,,,98.88,10.35,88.53,98.88,72.56,12.42,6.82,2.24,0.9,39.19,,42.81,2.4,11.34,11412,9904,,1508,99.87,100,100,100,99,100,100,100,,0.23,14.29,14,2,292.06,500,,,,5841,1,2825.75,1535.93,1123.72,3.22,2.42,,3116.63,473,165,160,5,42,1.9,1.4,3.2,1.7,3.7,2,4.2,2.1,20,8,,
呼和浩特,Hohhot,Inner Mongolia,2013,50,30,11,10,12953,35.48767123,40,9725,2961,613,4341,1428,119,263,0.750791322,93.4,198,184.93,144.07,43.86,,,730.79,,730.79,730.79,2268,17.51,,518.79,,98,,,111,3,582599,580101,1376,1122,98.36,99,99,98,98,100,100,,98.5,0.3,,,,,,,,,,,,,,,,,,,2243,2243,,316,1.35,2.35,3.5,3.5,3.5,3.5,5,5,20,,,
包头,Baotou,Inner Mongolia,2013,51,3,7,4,12410,34,42,10129,3508,490,4530,825,56,720,0.816196616,99.44,177,176,157.67,75.9,,,1538.01,,1538.01,1537.88,,,,764.03,14.44,359.08,,6.42,,0.09,607660,602769,2793,2098,96.49,84.86,100,99.55,90.21,100,99.41,99.54,98.37,0.3,,,,2128,447,,,,16618,0.42,45568,23566,29218,,,5329,3270,9766,1970,1662,308,286,1.95,1.5,2.7,1.9,2.7,1.8,4.8,3.9,13,12,2.65,1.45
通辽,Tongliao,Inner Mongolia,2013,6.5,,5,,2898,7.939726027,7.5,2289,912,65,380,443,19,470,0.789855072,100,45.18,45.18,138.81,55,,,248,,248,189,416,14.35,,10,,27,,153,,58,170832,139039,19910,11883,99.1,100,100,100,96,100,100,100,100,,,32,,,362,,,,24000,0.5,12638,6330,6404,,,58,,,508,478,30,30,1.8,,3.8,3,3.8,3.8,3.8,3.8,12,12,2.46,2.35
乌兰浩特,Wulanhaote,Inner Mongolia,2013,8.5,8.5,3,3,1325,3.630136986,,797,500,29,15,236,16,1,0.601509434,91.15,24.53,22.36,97.65,61.3,1,6,263.8,9.7,254.1,198.8,508,38.34,,122.01,2.2,1.67,,137.92,,,120568,104641,122,15805,100,100,100,100,100,100,100,100,,0.31,,,,400,302,,,,3135,0.24,11386,9195,1592,,,696,3100,1067,272,272,,20,1.4,1.2,1.7,1.4,1.6,1.4,3.5,3.5,6,6,2.1,1.79
扎兰屯,Zhalantun,Inner Mongolia,2013,0.8,0.8,1,1,185,0.506849315,0.8,164.1,102.9,17.6,,42,0.6,1,0.887027027,58.67,15,8.8,51.09,44,1,4,92.53,3,89.53,84.23,20.9,11.3,,4.3,,56,,30.13,,2.1,35228,27912,,7316,99.4,99,99,100,98,100,100,100,100,0.26,,,,75.1,,,,,2000,0.15,3845,2365,546,,,143,3770,301,88,88,,25,2,1.8,4,2.8,4,1.5,4,3.5,7,4.5,4.2,2.82
根河,Root river,Inner Mongolia,2013,1.5,,1,,71.5,0.195890411,0.3,59.55,53.14,,,6.24,0.17,,0.832867133,31.82,6.6,2.1,77.69,69.33,,,26.5,1.5,25,25,11.95,16.71,,15,9,,,2.5,,,5112,4132,,980,100,100,100,100,,100,100,100,100,,,,,50,113,595,,,,,2536,1560,170,,,37,3550,42,27,27,,3,1.8,1.4,3.5,2.1,,,3.5,3,6,4,2.52,2.22
牙克石,Yakeshi stone,Inner Mongolia,2013,1.6,1.6,1,1,320,0.876712329,0.92,290,210,12,,68,,,0.90625,50,14,7,113.5,80,1,3,55,,55,55,40,12.5,,7.5,9.8,4.7,,33,,,,,,,99,98,98,99,100,99,99,,98,0.32,,11.2,,94.91,300,300,,,3200,,1590,622,833,,,79,3150,304,78,78,,5,2.45,2.2,,,2.7,2.7,4.8,4,8,6,2.65,2.17
霍林郭勒,Huolin Gol,Inner Mongolia,2013,2.2,2.2,3,3,700,1.917808219,2.1,450,180,21,213.5,35,0.5,,0.642857143,100,10,10,123.29,70,,,240,10,230,150,240,34.29,,,20,36,,184,,,41000,40200,800,,100,100,100,100,100,100,100,100,100,0.4,1.07,15,0.16,540,260,280,,,,,3492.17,1048.37,1527.91,,,253.03,3968.83,733.24,159,157,2,50,2.3,0.8,4,1.5,5,1.5,5,2.5,8,3.5,4.86,1.96
丰镇,Fengzhen,Inner Mongolia,2013,2.1,2.1,1,1,766.5,2.1,,292.9,207.95,8.78,60.36,5.76,,10.05,0.382126549,77.15,13.61,10.5,76.43,54,,,337.28,2.85,334.43,,,,,,109.43,13.65,,209.97,,4.23,,,,,100,98,100,100,,100,100,100,96.4,0.4,3.58,38,1.36,370,,,,,,,5915,3898,1243,,,349,4600,463,133,133,,,2.75,2.2,3.6,2.8,3.8,2.8,3.8,3.5,10,7,4.09,3.66
海拉尔,Hailar,Inner Mongolia,2013,5,5,1,1,1634,4.476712329,5.09,1201,891,,13,,7,,0.73500612,79.8,30,23.94,137.44,101.97,,,216,24,192,192,197,12.06,,74,22,34,,86,,,90186,90185,1,,100,100,100,100,100,100,100,100,100,0.3,,,,634,,,90000,5.51,200,,5799,3542,2469,65,49,,2480,969,202,178,24,49,1.85,1.4,4,2.8,4,1.7,4,3.1,10,8,,1.9
阿左旗,A Zuoqi,Inner Mongolia,2013,3.83,3.33,4,2,1060,2.904109589,3.6,620,270,84,32,100,4,130,0.58490566,99.05,10.5,10.4,163.33,71,,,599.7,141.9,457.8,231.5,212,20,,20.7,365.2,25.6,,147.1,5.5,35.6,55691,49885,106,5700,100,99.5,100,100,,100,98.8,100,92,0.55,9.41,42.5,4,2296,,319,,,1400,0.53,2891,1538,1907,,,33,3794,942,220,207,13,19,2.9,1.95,6.32,2.65,6.32,2.65,6.32,3,,15,4,2.1
满洲里,Manchuria,Inner Mongolia,2013,4,4,2,2,1132.6,3.103013699,3.8,854,592,27.6,96.3,101,16.6,20.5,0.754017305,100,27,27,86.66,60.07,,,282.7,32,250.7,271.7,396.4,35,,229.5,,53.2,,,,,,,,,100,100,100,100,100,100,100,100,100,0.28,,,,1398,,,,,,,50574,38836,5882,,,59,5100,1048,156,145,11,50,1.9,1.5,5,3,5.5,3.5,6.8,4.5,9,5.5,3.8,2.77
临河,Linhe,Inner Mongolia,2013,9.4,4.4,2,1,1762,4.82739726,6.68,1386.5,782.37,141.52,81.84,88.58,7.82,284.37,0.786889898,,32,,,,,,274.7,48.53,226.17,274.7,,,,31.37,,48.98,,190.35,,4,139397,139397,,,100,100,100,100,100,100,100,100,98,0.22,10,50,5,129.1,131,195,308268,,8528,1.2,23161,19937,3770,,,253,,1373,317,288,29,45,2.7,2.4,4.2,3.35,3.2,2.4,4.2,3.75,12,10,3.04,2.67
集宁,Jining,Inner Mongolia,2013,6.45,6.45,3,3,1331,3.646575342,4.12,1054,710,137,46,141,,20,0.7918858,97.22,32.4,31.5,91.67,54.97,1,1,268.66,85,183.66,229.61,277,20.81,,4,,128,6,130.66,,,42293,35118,116,7059,99,100,100,100,,98,97,100,98,0.3,17.01,30.4,5.17,1321,500,492,,,,,3375,2254,2545,,,188,3363,1538,460,460,,79,2.55,2,3.7,2.6,3.5,2.4,3.5,3.2,14,10,2.99,2.31
锡林浩特,Xilinhot,Inner Mongolia,2013,6.5,6.5,3,3,1106,3.030136986,3.3,882,512,118,134,116,2,,0.797468354,95.04,18.56,17.64,136.99,80,,,492.91,24.6,468.31,307.71,224,20.25,,15,,73.3,,107.85,1.5,295.26,90949,90723,226,,100,100,100,100,100,100,100,100,98,0.32,7.32,41,3,422,381.56,,,,,,17590,13080,2549,,,515,3599,893,227,227,,65,2.5,1.7,3.7,2.1,3.7,1.9,3.7,2.8,16,8,2.91,1.96
鄂尔多斯,Ordos,Inner Mongolia,2013,12.8,12.8,10,,2840,7.780821918,8,2640,1350,,371.2,520.6,,398.2,0.929577465,100,44,44,164.38,,,,646,,646,,220,7.75,,545,,70,,31,,,169262,148248,20705,309,100,100,100,100,100,100,100,100,100,0.45,,,,5680.6,,,,,,,29289.47,20651.11,11524.27,,,1853,6122.01,2376.81,531,531,,103,3.5,,7,5.6,7,5.5,7,6,21,12,,
辽宁,Liaoning,Inner Mongolia,2013,,,,65,,,,,,,,,,,0.670935954,95.31,,,244.72,157.12,3,14,,,,,,30.41,20.03,,,,,5990.12,456.52,2555.33,,,,,,,,,,,,,96.16,0.26,9.27,,,99864.14,381.65,330.68,13870925,6.71,3990153.37,1.93,,,,291.5,276.5,,,,,,,,,,,,,,,,,,,
沈阳,Shenyang,Inner Mongolia,2013,155.1,,9,9,,,150.7,34814.9,,1359.4,4307.1,,230.6,,0.702649956,97.1,,,187.2,164,,,3209.6,,3209.6,2908.1,,23.54,6.6,962.2,67.1,1497.8,,246.7,344.2,91.6,,,3491,,99.91,100,100,100,100,100,100,100,,0.13,,210,,17533,334,,,,541175,1.09,,,68180.6,,,10326.6,2757,,,,5,,1.8,1.4,2.4,1.3,2.3,1.2,2.8,2,6.4,6,2.12,1.52
新民,New people,Inner Mongolia,2013,3,3,1,1,1343.29,3.680246575,4.15,859.32,554.69,22.6,2.8,262.8,12.31,4.12,0.639712944,100,15.6,15.6,264.5,169.2,1,2,214.5,10,204.5,204.5,483.68,46,9.75,,204.5,,,,,,37194,37170,24,,100,100,100,100,100,100,100,100,90,0.375,10,22,2.2,617.82,460,,,,11303,0.84,2199,1245,1269,,,785,1480,677,275,241,34,23,2.8,1,3,1.5,2.5,1.4,3.5,2.2,6.2,6.2,3.44,2.46
大连,Dalian,Inner Mongolia,2013,135,,13,,40972.01,112.2520822,133.6,29487,9086,2696,5315,2223,61,,0.71968644,,,,219.53,122.13,,,4585.41,,3799.15,,,28.03,9.48,2033.59,427.48,1813.33,257.61,52.95,,0.45,,,,44852,99.98,99.97,100,100,99.94,100,100,99.94,98.81,0.4,,,,35103,857,3.56,9784560,5.41,857995,2.09,,,66210.21,,,4376.76,3120.76,15384,2670,2561,109,286,2.3,1.6,3.2,2.2,3.2,2.2,5,3,20,12,2.32,1.98
大连开发区,Dalian Development Zone,Inner Mongolia,2013,28,,3,,7263,19.89863014,23,6082.2,1111.4,559.3,3864,449.6,0.2,97.7,0.837422553,100,82,82,203.2,74,,,736,17,719,736,1181,16.4,5.1,381,8,16.1,30,298,,2.9,225892,215612,1574,8706,100,100,100,100,100,100,100,100,100,0.4,,126,,601.33,17.77,167.51,346150,4.45,156182.2,2.15,59264,27449,17195,,,550,3204,2560,473,470,3,118,2.3,1.6,3.2,2.2,3.2,2.2,5,3,20,12,3.16,1.97
普兰店,Pulandian shop,Inner Mongolia,2013,15,,3,,2894,7.928767123,8.2,1383,383,251,325,77,14,333,0.47788528,100,22.5,22.5,166,88,,,392,54,338,392,1511,52,8.9,182,38,103,,15,,54,107582,100750,678,6154,100,100,100,100,100,100,100,100,98,0.21,,14,14,540,100,80,408363,14.11,49259,1.7,16357,8910,4047,,,665,3089,1627,604,604,,68,1.6,1.4,3.2,2.2,3.2,2.2,5,3,15,9,2.93,2.06
瓦房店,Wafangdian,Inner Mongolia,2013,1,,1,,1631.4,4.469589041,4.9,1082.8,520.1,85.3,315.5,135.1,26.8,,0.663724408,99.41,33.8,33.6,88.3,42.4,,,470,86,384,282,502,30.8,6.4,79,118,118,63,92,,,123561,116756,565,6240,99.8,98.4,100,100,98.6,100,100,100,97,0.3,26.67,60,16,1627.79,740,784,146000,8.94,57000,3.49,29649,14853,2601,,,957,3480,1234,368,337,31,49,1.5,1.2,2,1.5,3.2,2.2,4.7,3,12,6,2.4,1.86
庄河,Zhuanghe,Inner Mongolia,2013,10,,1,,1200,3.287671233,10,810,427,,246,89,9,39,0.675,95.24,21,20,111,70,,,366.2,18.2,348,348,390,32,7.33,298.8,,37.2,,12,,,118810,104690,430,13690,100,100,100,100,100,100,100,100,98,0.28,,34,,490,490,,81800,,40000,3.33,12585,5667.3,2700,10,8,,3340,874,280,280,,,1.6,1.2,3.2,2.2,3.2,2.2,5,3,15,3,3.47,
鞍山,Anshan,Inner Mongolia,2013,51,16,6,4,13836,37.90684932,42.7,8730,3164,317,471,488,49,4241,0.630962706,95.09,151.88,144.43,153.99,91.53,,,2525.6,222,2303.6,2155.5,4750,34.33,15.16,1082,85,1267,,21.6,70,,660000,640000,1131,18869,99.9,100,100,100,100,100,100,100,97,0.25,,230,,4398.67,313,,,,180336.17,1.3,81106,32763,25900,,,1777,3269.73,6955.26,1897,1897,,235,1.9,1.9,3.6,3.25,3.6,3.25,3.6,,14.9,14.9,2.97,2.8
海城,Haicheng,Inner Mongolia,2013,8.5,8.5,3,3,2660,7.287671233,7.3,1176,462,253,,68,46,347,0.442105263,97.06,34,33,148,111,,,420,25,395,312,860,44,,23,,190,,207,,,108500,97500,,11000,100,100,100,100,100,100,100,100,98,0.15,8.5,35,3,1699,,348,,,9400,0.35,,,,,,,3880,1252,822,628,194,50,1.3,1.3,1.9,1.6,2.02,1.6,4.07,4,11.39,7,,
抚顺,Fushun,Inner Mongolia,2013,111,,9,,15321,41.97534247,64,9284,2232,716,4205,1116,62,953,0.605965668,,,,200.75,89.22,,,2176.42,57,2119.42,1472.59,6037,,22.31,181.14,21.71,1160.25,,598.81,3,211.51,567619,562323,2670,2626,99.83,97.73,100,100,100,100,100,100,98,0.33,,35,,6538.68,392,316,959053,6.83,306010,2,63947,28973,21768,,,3558,2730,5987,2038,1667,371,411,1.65,1.65,2.15,2.15,2.75,2.5,2.75,,12,12,2.27,2.16
本溪,Benxi,Inner Mongolia,2013,43,,7,,7185,19.68493151,23,5057,1291,752,1584,632,14,784,0.703827418,97.89,95,93,148.98,79.22,,,840,65,775,801.92,2129,29.63,4.09,631.17,47.09,104.01,,56.37,1.36,,386303,369953,884,15466,100,100,100,100,100,100,100,100,100,0.4,,95,,3576,476,316,595494,7.88,168991,2.35,63245,37863,13681,,,177,2435.06,3848,1156,1156,,77,1.8,1.6,3.12,2.1,3.12,2.52,3.12,3.12,10,10,2.8,2.17
